Transcript	GeneName
NM_198687	KRTAP10-4
NM_198694	KRTAP10-5
NM_198693	KRTAP10-2
NM_198699	KRTAP10-12
NM_198698	KRTAP12-4
NM_198697	KRTAP12-3
NM_198689	KRTAP10-7
NM_181686	KRTAP12-1
NM_198695	KRTAP10-8
NM_198692	KRTAP10-11
NM_198690	KRTAP10-9
NM_181684	KRTAP12-2
NM_181688	KRTAP10-10
NM_198688	KRTAP10-6
NM_003343	UBE2G2
NM_006936	SUMO3
NM_000211	ITGB2
NR_027128	LINC01547
NM_058190	FAM207A
NM_004339	PTTG1IP
NR_038311	ITGB2-AS1
NR_027292	SSR4P1
NR_033840	LINC00163
NR_024089	LINC00162
NM_133635	POFUT2
NR_026943	LOC642852
NR_028082	COL18A1-AS1
NR_052004	COL18A1-AS2
NM_194255	SLC19A1
NR_038876	LOC100129027
NM_001848	COL6A1
NM_006657	FTCD
NM_001849	COL6A2
NM_032261	SPATC1L
NM_001001438	LSS
NM_001142854	SPATC1L
NM_003906	MCM3AP
NR_002776	MCM3AP-AS1
NM_058180	C21orf58
NR_046400	DIP2A-IT1
NM_001535	PRMT2
NM_006272	S100B
NM_001008496	PIWIL3
NM_005940	MMP11
NM_006440	TXNRD2
NM_001206998	ZNRF3
NM_032608	MYO18B
NM_012399	PITPNB
NM_000343	SLC5A1
NM_021090	MTMR3
NM_020831	MKL1
NM_002473	MYH9
NM_032311	POLDIP3
NM_014346	TBC1D22A
NM_022785	EFCAB6
NR_038944	LINC01310
NM_013236	ATXN10
NM_175878	XKR3
NM_001696	ATP6V1E1
NM_197966	BID
NM_015241	MICAL3
NM_018943	TUBA8
NM_053004	GNB1L
NM_007098	CLTCL1
NM_005315	GSC2
NR_024159	DGCR9
NM_003325	HIRA
NM_032775	KLHL22
NM_058004	PI4KA
NM_004782	SNAP29
NR_003608	TUBA3FP
NM_014634	PPM1F
NM_002745	MAPK1
NM_014433	RSPH14
NR_024448	GUSBP11
NM_002073	GNAZ
NM_004327	BCR
NR_037839	CES5AP1
NR_024494	BCRP3
NM_001145468	SPECC1L
NM_012295	CABIN1
NM_000853	GSTT1
NM_016327	UPB1
NM_005160	ADRBK2
NM_001145206	KIAA1671
NM_001039948	SGSM1
NM_021115	SEZ6L
NM_001887	CRYBB1
NM_152841	HPS4
NM_002430	MN1
NM_001145418	TTC28
NM_001005735	CHEK2
NM_021076	NEFH
NM_001127	AP1B1
NM_133455	EMID1
NM_000268	NF2
NM_032045	KREMEN1
NM_001003692	ZMAT5
NM_012429	SEC14L2
NM_001193336	SEC14L6
NM_014941	MORC2
NM_152510	HORMAD2
NM_030758	OSBP2
NM_001242896	DEPDC5
NM_001164501	EIF4ENIF1
NM_173566	PRR14L
NM_001007467	SFI1
NM_152267	RNF185
NM_014227	SLC5A4
NM_003490	SYN3
NM_133642	LARGE
NM_030641	APOL6
NM_002133	HMOX1
NM_001082578	RBFOX2
NM_006078	CACNG2
NM_153609	TMPRSS6
NM_001039141	TRIOBP
NM_002405	MFNG
NM_003560	PLA2G6
NM_016091	EIF3L
NM_001195071	TMEM184B
NM_001199562	PLA2G6
NM_013365	GGA1
NM_001002880	CBY1
NM_000967	RPL3
NM_007068	DMC1
NM_001162501	TNRC6B
NM_152512	ENTHD1
NM_001003406	CACNA1I
NM_022098	XPNPEP3
NM_002883	RANGAP1
NM_001429	EP300
NM_024821	CCDC134
NM_005650	TCF20
NM_001003796	NHP2L1
NM_024053	CENPM
NM_001197	BIK
NM_001184970	PACSIN2
NM_173050	SCUBE1
NM_001099294	KIAA1644
NM_013327	PARVB
NM_181334	PRR5-ARHGAP8
NM_001135862	PHF21B
NM_148674	SMC1B
NM_014246	CELSR1
NM_015124	GRAMD4
NM_001082967	FAM19A5
NM_014577	BRD1
NM_001242898	PPP6R2
NM_012401	PLXNB2
NM_018995	MOV10L1
NM_033517	SHANK3
NM_138433	KLHDC7B
NM_001136213	POTEH
NM_001005239	OR11H1
NM_014406	CCT8L2
NR_001591	TPTEP1
NR_040115	ANKRD62P1-PARP4P3
NR_003607	HSFY1P1
NM_001037814	GAB4
NR_015352	CECR7
NM_031890	CECR6
NR_024483	CECR5-AS1
NM_033070	CECR5
NM_014339	IL17RA
NR_038398	CECR3
NM_031481	SLC25A18
NM_015367	BCL2L13
NR_036168	MIR3198-1
NR_030378	MIR648
NM_017929	PEX26
NR_024417	FLJ41941
NM_017414	USP18
NR_003267	GGT3P
NM_005675	DGCR6
NM_016335	PRODH
NR_002733	DGCR5
NM_053006	TSSK2
NM_005137	DGCR2
NM_022719	DGCR14
NR_026651	DGCR10
NR_024157	DGCR11
NM_005984	SLC25A1
NM_005659	UFD1L
NM_173793	C22orf39
NM_003277	CLDN5
NM_001178010	CDC45
NM_003776	MRPL40
NR_024381	LINC00895
NM_080647	TBX1
NM_000407	GP1BB
NM_001009939	SEPT5
NM_024627	C22orf29
NR_039918	MIR4761
NM_000754	COMT
NM_001670	ARVCF
NM_152906	TANGO2
NR_029706	MIR185
NM_022720	DGCR8
NM_001185024	ZDHHC8
NM_022727	TRMT2A
NM_001243537	LOC388849
NM_002882	RANBP1
NR_038460	LOC284865
NM_023004	RTN4R
NM_033257	DGCR6L
NR_026919	LINC00896
NR_031618	MIR1286
NR_003563	PI4KAP1
NM_001242313	TMEM191B
NM_015672	RIMBP3
NM_001256524	ZNF74
NM_182895	SCARF2
NM_001003891	MED15
NR_024592	POM121L4P
NR_026815	TMEM191A
NM_000185	SERPIND1
NM_005207	CRKL
NM_006767	LZTR1
NM_001008695	THAP7
NR_027051	THAP7-AS1
NR_002829	P2RX6P
NM_005446	P2RX6
NM_004173	SLC7A4
NR_027006	LRRC74B
NR_037566	BCRP2
NM_001128635	RIMBP3B
NM_001128633	RIMBP3C
NM_015094	HIC2
NR_003700	PI4KAP2
NM_001207052	TMEM191C
NM_152612	CCDC116
NR_029845	MIR130B
NM_001017964	YDJC
NM_001256355	UBE2L3
NR_030622	MIR301B
NM_022044	SDF2L1
NM_148176	PPIL2
NM_013313	YPEL1
NM_003935	TOP3B
NM_007128	VPREB1
NM_080764	ZNF280B
NM_206954	PRAME
NR_027426	LL22NC03-63E9.3
NM_080740	ZNF280A
NM_199127	GGTLC2
NR_024591	POM121L1P
NR_030755	MIR650
NM_001256296	IGLL5
NM_004914	RAB36
NR_033408	FBXW4P1
NR_003950	ZDHHC8P1
NM_020070	IGLL1
NM_016449	DRICH1
NM_153615	RGL4
NM_213720	CHCHD10
NM_182520	C22orf15
NM_021916	ZNF70
NM_013378	VPREB3
NM_001135751	DERL3
NM_003073	SMARCB1
NM_002415	MIF
NM_001024939	SLC2A11
NR_038911	MIF-AS1
NM_001084392	DDT
NM_001144931	LOC391322
NR_003081	GSTTP1
NM_001084393	DDTL
NM_000854	GSTT2
NR_003082	GSTTP2
NM_001099781	GGT5
NM_019601	SUSD2
NM_000675	ADORA2A
NR_028484	ADORA2A-AS1
NM_207644	LRRC75B
NM_004175	SNRPD3
NM_031444	GUCD1
NM_013430	GGT1
NR_001283	TOP1P2
NR_024593	POM121L10P
NM_001001663	TMEM211
NR_038941	LOC100128531
NM_000496	CRYBB2
NM_004076	CRYBB3
NR_029395	IGLL3P
NM_001135772	LRP5L
NR_033734	CRYBB2P1
NM_020437	ASPHD2
NM_003595	TPST2
NM_001008697	TFIP11
NR_031615	MIR548J
NM_001013694	SRRD
NM_001886	CRYBA4
NR_036169	MIR3199-1
NR_036170	MIR3199-2
NR_026962	TTC28-AS1
NR_026963	TTC28-AS1
NM_005080	XBP1
NM_172002	HSCB
NM_001079539	XBP1
NM_173510	CCDC117
NM_015370	C22orf31
NR_046851	ZNRF3-AS1
NM_013986	EWSR1
NM_006477	RASL10A
NM_006478	GAS2L1
NM_012265	RHBDD3
NR_037426	MIR3653
NR_002727	RFPL1S
NM_021026	RFPL1
NM_001002879	THOC5
NM_003634	NIPSNAP1
NM_182527	CABP7
NM_013387	UQCR10
NM_032204	ASCC2
NM_020530	OSM
NM_002309	LIF
NM_005877	SF3A1
NM_001204240	TBC1D10A
NR_046312	KIAA1656
NM_001017437	CCDC157
NM_001017981	RNF215
NM_174975	SEC14L3
NR_001580	SDC4P
NM_174977	SEC14L4
NM_014303	PES1
NM_001001479	SLC35E4
NM_004861	GAL3ST1
NM_000355	TCN2
NM_152511	DUSP18
NR_036171	MIR3200
NR_026920	MORC2-AS1
NR_002323	TUG1
NM_001002837	INPP5J
NR_037496	MIR3928
NM_015715	PLA2G3
NM_001207017	SMTN
NM_080430	SELM
NM_052880	PIK3IP1
NM_005569	LIMK2
NM_014323	PATZ1
NM_004147	DRG1
NM_014338	PISD
NM_003405	YWHAH
NM_015372	C22orf24
NM_001010859	C22orf42
NM_001098527	RFPL2
NR_040114	AP1B1P1
NM_006604	RFPL3
NR_002596	RFPL3S
NM_012179	FBXO7
NR_038918	LOC339666
NM_174932	BPIFC
NM_014306	RTCB
NM_000362	TIMP3
NR_039921	MIR4764
NR_038949	LARGE-AS1
NM_001008494	ISX
NM_001135732	TOM1
NR_037471	MIR3909
NM_001003681	HMGXB4
NM_006739	MCM5
NM_014310	RASD2
NM_005368	MB
NM_030642	APOL5
NM_145640	APOL3
NM_145660	APOL4
NM_145637	APOL2
NM_001136540	APOL1
NM_001102371	FOXRED2
NM_003753	EIF3D
NM_012473	TXN2
NM_002854	PVALB
NM_001177701	IFT27
NM_000631	NCF4
NM_000395	CSF2RB
NR_038954	LL22NC01-81G9.3
NM_001163857	TEX33
NM_003312	TST
NM_021126	MPST
NM_024681	KCTD17
NM_001051	SSTR3
NM_031910	C1QTNF6
NM_000878	IL2RB
NM_013385	CYTH4
NM_002872	RAC2
NM_052906	ELFN2
NM_014550	CARD10
NM_152243	CDC42EP1
NM_006498	LGALS2
NM_002305	LGALS1
NM_018957	SH3BP1
NM_024313	NOL12
NM_003614	GALR3
NM_005318	H1F0
NM_001171690	GCAT
NR_030396	MIR659
NM_138797	ANKRD54
NM_032561	C22orf23
NM_033386	MICALL1
NR_039759	MIR4534
NM_021974	POLR2F
NM_006941	SOX10
NM_013356	SLC16A8
NM_001039583	PICK1
NM_025045	BAIAP2L2
NM_001161573	MAFF
NM_012323	MAFF
NM_001894	CSNK1E
NR_002821	LOC400927
NM_016657	KDELR3
NM_004981	KCNJ4
NM_001098504	DDX17
NM_001013647	FAM227A
NM_014876	JOSD1
NM_001199579	SUN2
NM_004286	GTPBP1
NM_020243	TOMM22
NM_005740	DNAL4
NM_014293	NPTXR
NM_014292	CBX6
NM_152426	APOBEC3D
NM_145298	APOBEC3F
NM_014508	APOBEC3C
NM_004900	APOBEC3B
NM_001166003	APOBEC3H
NM_175709	CBX7
NM_002608	PDGFB
NM_006116	TAB1
NR_002439	SNORD43
NM_194326	RPS19BP1
NM_001098270	MGAT3
NM_182810	ATF4
NM_019008	MIEF1
NM_004810	GRAP2
NR_039988	LOC100130899
NM_138435	FAM83F
NM_000026	ADSL
NM_015705	SGSM3
NM_005297	MCHR1
NM_003932	ST13
NM_006358	SLC25A17
NM_145174	DNAJB7
NR_039923	MIR4766
NM_014248	RBX1
NR_031694	MIR1281
NM_138481	CHADL
NM_031488	L3MBTL2
NM_017590	ZC3H7B
NM_003216	TEF
NM_138338	POLR3H
NM_001098	ACO2
NM_032758	PHF5A
NM_016272	TOB2
NM_001469	XRCC6
NM_014460	CSDC2
NM_002676	PMM1
NM_015704	DESI1
NM_001142964	C22orf46
NM_152513	MEI1
NM_004599	SREBF2
NM_052945	TNFRSF13C
NR_029507	MIR33A
NM_001207020	SHISA8
NM_152613	WBP2NL
NM_000262	NAGA
NM_145733	SEPT3
NM_033318	SMDT1
NM_002490	NDUFA6
NM_000106	CYP2D6
NR_034118	NDUFA6-AS1
NM_001002034	FAM109B
NR_002570	CYP2D7
NR_036498	OGFRP1
NM_145912	NFAM1
NM_014509	SERHL2
NR_027786	SERHL
NM_015703	RRP7A
NR_002184	RRP7BP
NM_017436	A4GALT
NM_001165877	ATP5L2
NM_001171660	CYB5R3
NR_029422	RNU12
NM_014570	ARFGAP3
NM_012263	TTLL1
NM_001256531	TSPO
NM_000714	TSPO
NM_015140	TTLL12
NM_173467	MCAT
NM_001044370	MPPED1
NR_046563	EFCAB6-AS1
NM_014351	SULT4A1
NM_138814	PNPLA5
NM_025225	PNPLA3
NM_015380	SAMM50
NM_022141	PARVG
NM_032287	LDOC1L
NR_028411	LINC00207
NR_044991	LINC00229
NM_007172	NUP50
NM_015264	KIAA0930
NR_031651	MIR1249
NR_038956	NUP50-AS1
NM_006953	UPK3A
NM_017911	FAM118A
NM_015653	RIBC2
NM_006486	FBLN1
NR_039919	MIR4762
NM_058238	WNT7B
NR_039920	MIR4763
NR_027240	LOC730668
NR_037413	MIR3619
NR_029478	MIRLET7A3
NR_029479	MIRLET7B
NM_018280	PRR34
NR_027036	LINC00899
NR_027033	MIRLET7BHG
NM_006071	PKDREJ
NM_001001928	PPARA
NM_207327	CDPF1
NM_017931	TTC38
NM_016426	GTSE1
NR_024009	GTSE1-AS1
NM_018006	TRMU
NM_022766	CERK
NR_033377	LINC00898
NR_036172	MIR3201
NR_038917	LOC284933
NR_039761	MIR4535
NR_026993	LOC90834
NM_014838	ZBED4
NM_001135101	CRELD2
NM_024105	ALG12
NM_001001852	PIM3
NM_001001694	IL17REL
NM_139202	MLC1
NM_002969	MAPK12
NM_020461	TUBGCP6
NM_002751	MAPK11
NM_032019	HDAC10
NM_052839	PANX2
NM_025204	TRABD
NM_031454	SELO
NM_001001794	DENND6B
NM_017584	MIOX
NM_024866	ADM2
NM_001014440	ODF3B
NM_002972	SBF1
NM_001185011	NCAPH2
NM_001169111	SCO2
NM_033200	LMF2
NM_001257989	TYMP
NM_005198	CHKB
NM_001085425	ARSA
NM_001123225	SYCE3
NM_004377	CPT1B
NR_021492	CHKB-AS1
NM_001097	ACR
NM_001130919	RABL2B
NR_026981	RPL23AP82
NR_026982	RPL23AP82
NM_025180	CEP63
NR_033378	LMCD1-AS1
NM_001200029	HYAL3
NM_015097	CLASP2
NM_017886	ULK4
NM_015429	ABI3BP
NM_001270364	ALDH1L1
NM_018189	DPPA4
NM_001197113	IQCJ-SCHIP1
NM_015303	VPS8
NM_013363	PCOLCE2
NM_053002	MED12L
NM_014879	P2RY14
NM_014498	GOLIM4
NM_181874	GRM7
NM_014674	EDEM1
NM_175726	IL5RA
NM_015199	ANKRD28
NM_006395	ATG7
NM_001195279	MKRN2OS
NM_001004019	FBLN2
NR_027007	THUMPD3-AS1
NM_001001331	ATP2B2
NM_144715	EFHB
NM_182523	CMC1
NM_001003793	RBMS3
NM_199347	NEK10
NM_006514	SCN10A
NM_002207	ITGA9
NM_014159	SETD2
NM_001135197	CCDC36
NM_018398	CACNA2D3
NM_001141947	CCDC66
NM_015512	DNAH1
NM_152678	DENND6A
NM_015576	ERC2
NM_004947	DOCK3
NM_001166243	FHIT
NM_001177387	ATXN7
NM_002841	PTPRG
NM_001252216	FAM19A1
NM_020872	CNTN3
NM_002942	ROBO2
NM_002941	ROBO1
NM_000158	GBE1
NM_016206	VGLL3
NM_001167674	CADM2
NM_032359	CMSS1
NM_080927	DCBLD2
NM_182909	FILIP1L
NR_031662	MIR548G
NR_028303	LINC00882
NR_026934	LOC152225
NM_181780	BTLA
NM_001130064	GAP43
NM_021082	SLC15A2
NM_001256347	SEMA5B
NM_003571	BFSP2
NM_021937	EEFSEC
NM_016128	COPG1
NR_038976	LOC339874
NM_006219	PIK3CB
NM_005862	STAG1
NM_000096	CP
NM_207293	MBNL1
NM_001038705	GPR149
NM_172160	KCNAB1
NM_001130002	PQLC2L
NR_024016	PQLC2L
NM_015028	TNIK
NM_004991	MECOM
NM_207015	NAALADL2
NM_022763	FNDC3B
NM_024947	PHC3
NR_075091	SOX2-OT
NM_181426	CCDC39
NM_181361	KCNMB2
NM_018023	YEATS2
NM_020409	MRPL47
NR_047568	LINC00578
NM_018192	P3H2
NM_021032	FGF12
NM_015562	UBXN7
NM_012287	ACAP2
NM_006614	CHL1
NM_014461	CNTN6
NM_175607	CNTN4
NM_182760	SUMF1
NM_001168272	ITPR1
NR_037903	BHLHE40-AS1
NM_033337	CAV3
NM_014850	SRGAP3
NM_033084	FANCD2
NM_001077525	MTMR14
NM_198560	LHFPL4
NM_001570	IRAK2
NM_153461	IL17RC
NM_183352	SEC13
NM_001278270	TADA3
NM_001098212	HRH1
NM_014229	SLC6A11
NM_015869	PPARG
NM_001128219	VGLL4
NM_133625	SYN2
NM_024923	NUP210
NM_001162499	CAND2
NM_001134382	IQSEC1
NR_002223	TPRXL
NM_001098502	CHCHD4
NR_027103	LINC00620
NM_004625	WNT7A
NM_001080423	GRIP2
NM_004844	SH3BP5
NM_003298	NR2C2
NM_152536	FGD5
NM_152396	METTL6
NM_032137	C3orf20
NM_001351	DAZL
NM_015150	RFTN1
NM_054110	GALNT15
NM_015184	PLCL2
NM_001257177	LOC339862
NM_144633	KCNH8
NM_003884	KAT2B
NM_024697	ZNF385D
NM_003341	UBE2E1
NM_152653	UBE2E2
NR_039621	MIR548AC
NM_000461	THRB
NM_001068	TOP2B
NM_000965	RARB
NM_018297	NGLY1
NM_052953	LRRC3B
NM_001040432	ZCWPW2
NR_038840	LINC00693
NM_207359	GADL1
NM_001024847	TGFBR2
NM_017784	OSBPL10
NM_178868	CMTM8
NM_178862	STT3B
NM_012157	FBXL2
NM_001039111	TRIM71
NM_001256742	CNOT10
NM_006371	CRTAP
NM_001267619	ARPP21
NM_003149	STAC
NM_014831	TRANK1
NM_001172713	GOLGA4
NM_007337	DLEC1
NM_005109	OXSR1
NM_001160161	SCN5A
NM_005108	XYLB
NM_001008392	CTDSPL
NR_002324	SNORA62
NM_014139	SCN11A
NM_002295	RPSA
NM_001171174	CX3CR1
NM_033027	CSRNP1
NM_015460	MYRIP
NM_003973	RPL14
NR_033965	EIF1B-AS1
NM_032970	SEC22C
NM_001296	ACKR2
NM_001042646	TRAK1
NM_152393	KLHL40
NM_032806	POMGNT2
NM_001100594	SNRK
NM_018075	ANO10
NM_003420	ZNF35
NM_001145030	TOPAZ1
NM_016598	ZDHHC3
NM_020242	KIF15
NM_173826	TCAIM
NM_015340	LARS2
NM_024513	FYCO1
NM_020347	LZTFL1
NM_014016	SACM1L
NM_001195442	LOC100132146
NM_001123041	CCR2
NM_001184744	PTH1R
NR_024046	NRADDP
NM_002375	MAP4
NM_015466	PTPN23
NM_003074	SMARCC1
NM_182902	KIF9
NM_000094	COL7A1
NM_130384	ATRIP
NM_001199160	USP19
NM_006321	ARIH2
NM_001080525	SPINK8
NM_003458	BSN
NM_002447	MST1R
NM_153273	IP6K1
NM_001664	RHOA
NM_001177639	DAG1
NM_004186	SEMA3F
NM_005777	RBM6
NM_001174051	CACNA2D2
NM_014703	VPRBP
NM_015426	POC1A
NM_025222	WDR82
NM_015106	RAD54L2
NM_018403	DCP1A
NM_002215	ITIH1
NM_018313	PBRM1
NM_212539	PRKCD
NM_016329	SFMBT1
NM_001134231	NT5DC2
NM_018397	CHDH
NM_000720	CACNA1D
NR_046666	CACNA2D3-AS1
NM_001128615	ARHGEF3
NM_012096	APPL1
NM_017563	IL17RD
NM_001164317	FLNB
NM_004944	DNASE1L3
NM_007159	SLMAP
NM_017771	PXK
NM_198463	C3orf67
NM_003716	CADPS
NR_038282	PTPRG-AS1
NR_046677	SYNPR-AS1
NM_001130003	SYNPR
NM_025075	THOC7
NR_026866	C3orf49
NR_038264	ADAMTS9-AS2
NR_030317	MIR548A2
NM_182920	ADAMTS9
NM_198859	PRICKLE2
NM_001033057	MAGI1
NM_173471	SLC25A26
NM_015541	LRIG1
NM_003848	SUCLG2
NM_007114	TMF1
NM_001005527	FAM19A4
NM_198159	MITF
NM_015123	FRMD4B
NM_001244815	FOXP1
NR_038221	LINC00870
NM_001126128	PROK2
NM_018130	SHQ1
NM_001080393	GXYLT2
NM_012234	RYBP
NM_015009	PDZRN3
NR_033860	LINC00971
NR_046752	CADM2-AS2
NM_014043	CHMP2B
NM_005233	EPHA3
NM_001174150	ARL13B
NM_001080448	EPHA6
NM_000097	CPOX
NM_153605	CRYBG3
NR_046683	ST3GAL6-AS1
NM_020351	COL8A1
NM_001085451	LNP1
NM_001199198	TBC1D23
NM_018004	TMEM45A
NM_032787	ADGRG7
NM_020654	SENP7
NM_024548	CEP97
NR_030330	MIR548A3
NM_001627	ALCAM
NM_170662	CBLB
NM_001142568	BBX
NR_015394	LINC00636
NM_005459	GUCA1C
NM_014429	MORC1
NM_014981	MYH15
NM_014648	DZIP3
NM_153268	PLCXD2
NM_005816	CD96
NM_001004196	CD200
NM_001134439	PHLDB2
NM_183061	SLC9C1
NM_015412	C3orf17
NM_001164496	CFAP44
NM_199512	CCDC80
NM_033254	BOC
NM_001690	ATP6V1A
NM_017577	GRAMD1C
NM_020817	KIAA1407
NM_001009899	KIAA2018
NM_002338	LSAMP
NM_020754	ARHGAP31
NM_001015887	IGSF11
NM_005191	CD80
NM_173825	RABL3
NM_001099678	LRRC58
NM_001146156	GSK3B
NM_153002	GPR156
NM_002093	GSK3B
NM_005335	HCLS1
NM_199420	POLQ
NM_014980	STXBP5L
NM_001023570	IQCB1
NM_138287	DTX3L
NM_017554	PARP14
NM_002264	KPNA1
NM_032839	DIRC2
NR_038266	MYLK-AS1
NM_012430	SEC22A
NM_053025	MYLK
NM_183357	ADCY5
NM_006810	PDIA5
NM_033049	MUC13
NM_002213	ITGB5
NM_001024660	KALRN
NR_028136	KALRN
NM_003794	SNX4
NM_024628	SLC12A8
NM_021964	ZNF148
NM_022776	OSBPL11
NM_001012337	ROPN1B
NM_032242	PLXNA1
NM_032343	CHCHD6
NM_052883	TXNRD3
NM_001165974	UROC1
NM_207335	KBTBD12
NM_001003794	MGLL
NR_034179	LOC653712
NM_020741	KIAA1257
NM_001204890	ISY1-RAB43
NM_004637	RAB7A
NR_037890	DNAJB8-AS1
NM_001017395	TMCC1
NR_003111	RPL32P3
NM_052989	IFT122
NM_001102608	COL6A6
NM_024800	NEK11
NM_001199180	ATP2C1
NM_014602	PIK3R4
NM_001278298	COL6A5
NM_130808	CPNE4
NM_007208	MRPL3
NM_001136469	TMEM108
NM_015268	DNAJC13
NM_024818	UBA5
NR_002811	NPHP3-AS1
NM_016201	AMOTL2
NM_005630	SLCO2A1
NM_017548	CDV3
NM_016577	RAB6B
NM_001005861	RYK
NM_004441	EPHB1
NM_178554	KY
NM_002718	PPP2R3A
NM_144717	IL20RB
NM_178130	NME9
NM_016216	DBR1
NM_024491	CEP70
NM_178177	NMNAT3
NM_020191	MRPS22
NM_022131	CLSTN2
NM_001080412	ZBTB38
NM_006506	RASA2
NM_080862	SPSB4
NM_002670	PLS1
NM_019001	XRN1
NM_001184	ATR
NM_001178139	TFDP2
NM_001251845	TRPC1
NM_001080415	U2SURP
NM_173653	SLC9A9
NM_003071	HLTF
NM_183381	RNF13
NM_053024	PFN2
NM_001168280	WWTR1
NR_024066	CLRN1-AS1
NM_016275	SELT
NM_005067	SIAH2
NR_031678	MIR548H2
NM_020865	DHX36
NM_001251962	ARHGEF26
NR_037901	ARHGEF26-AS1
NM_001130960	PLCH1
NR_038387	LINC00886
NM_001167912	VEPH1
NM_002852	PTX3
NM_001004316	LEKR1
NM_001271838	RSRC1
NM_020800	IFT80
NM_015938	NMD3
NM_001080440	OTOL1
NM_001040100	SPTSSB
NM_139245	PPM1L
NR_033945	LINC01192
NM_000055	BCHE
NM_001041	SI
NM_001199201	ZBBX
NM_178824	WDR49
NR_033843	LINC01330
NM_001122752	SERPINI1
NR_021485	EGFEM1P
NM_002740	PRKCI
NM_020949	SLC7A14
NM_001164436	TMEM212
NM_002662	PLD1
NM_001258315	ECT2
NM_003810	TNFSF10
NM_001146276	NCEH1
NM_031955	SPATA16
NM_014932	NLGN1
NM_024665	TBL1XR1
NM_006218	PIK3CA
NM_022470	ZMAT3
NM_016331	ZNF639
NM_003940	USP13
NM_016559	PEX5L
NR_040105	FLJ46066
NM_015078	MCF2L2
NM_130446	KLHL6
NM_014398	LAMP3
NM_014616	ATP11B
NM_032047	B3GNT5
NM_017644	KLHL24
NM_002808	PSMD2
NM_001025205	AP2M1
NM_004443	EPHB3
NM_006548	IGF2BP2
NM_001025266	C3orf70
NM_004721	MAP3K13
NM_001966	EHHADH
NM_021627	SENP2
NM_002916	RFC4
NM_001346	DGKG
NM_000412	HRG
NM_003032	ST6GAL1
NR_034062	LOC100131635
NM_005578	LPP
NM_003722	TP63
NM_198485	TPRG1
NM_001167931	IL1RAP
NM_001146686	GMNC
NM_178335	CCDC50
NM_178496	MB21D2
NM_005524	HES1
NM_032279	ATP13A4
NM_130837	OPA1
NM_198505	ATP13A5
NM_004488	GP5
NM_152531	XXYLT1
NM_018385	LSG1
NM_001647	APOD
NM_152672	SLC51A
NR_003264	SDHAP1
NM_152617	RNF168
NM_005929	MFI2
NM_152699	SENP5
NM_002577	PAK2
NM_004087	DLG1
NM_004051	BDH1
NR_003291	ANKRD18DP
NM_001134435	IQCG
NM_032773	LRCH3
NR_046555	CNTN4-AS2
NM_182916	TRNT1
NM_016302	CRBN
NM_020873	LRRN1
NM_006515	SETMAR
NR_004428	EGOT
NM_003670	BHLHE40
NM_018184	ARL8B
NR_039953	MIR4790
NM_014583	LMCD1
NR_024065	LINC00312
NM_001256748	SSUH2
NM_000916	OXTR
NM_020165	RAD18
NR_103443	SRGAP3-AS3
NM_015453	THUMPD3
NM_001080517	SETD5
NM_003656	CAMK1
NM_016820	OGG1
NM_153635	CPNE9
NM_001003694	BRPF1
NM_173659	RPUSD3
NM_032492	JAGN1
NM_001025930	TTLL3
NM_001199551	CIDEC
NM_153483	IL17RE
NM_001031717	CRELD1
NM_018447	EMC3
NR_046734	PRRT3-AS1
NM_207351	PRRT3
NM_001008737	LOC401052
NM_000551	VHL
NM_173472	FANCD2OS
NM_018462	BRK1
NM_001134944	GHRL
NM_014760	TATDN2
NR_026829	LINC00852
NR_004431	GHRLOS
NR_030614	MIR885
NR_027102	LINC00606
NM_003042	SLC6A1
NR_046647	SLC6A1-AS1
NM_138807	TAMM41
NM_003256	TIMP4
NM_001145392	TSEN2
NM_014160	MKRN2
NM_002880	RAF1
NM_018306	TMEM40
NM_001007074	RPL32
NM_024827	HDAC11
NR_036481	FGD5P1
NM_014463	LSM3
NM_004628	XPC
NM_024334	TMEM43
NM_001134367	SLC6A6
NM_016474	CCDC174
NR_046255	FGD5-AS1
NR_046252	FGD5-AS1
NR_046251	FGD5-AS1
NM_022497	MRPS25
NM_022340	RBSN
NR_027927	COL6A4P1
NM_014296	CAPN7
NR_046084	SH3BP5-AS1
NM_005677	COLQ
NR_036232	MIR4270
NM_033083	EAF1
NM_000060	BTD
NM_012260	HACL1
NR_030289	MIR563
NM_206831	DPH3
NM_138381	OXNAD1
NM_001131010	SATB1
NR_039954	MIR4791
NM_004162	RAB5A
NM_001252657	PP2D1
NR_046723	SGOL1-AS1
NM_001012410	SGOL1
NR_002311	VENTXP7
NM_020345	NKIRAS1
NM_001253383	RPL15
NM_005126	NR1D2
NR_026834	LINC00691
NR_046244	THRB-AS1
NR_039955	MIR4792
NM_017897	OXSM
NR_034055	LINC00692
NM_003615	SLC4A7
NM_001278182	EOMES
NM_022461	AZI2
NR_049771	OSBPL10-AS1
NM_001137674	ZNF860
NM_015141	GPD1L
NM_138410	CMTM7
NM_017801	CMTM6
NM_016141	DYNC1LI1
NM_005508	CCR4
NM_000404	GLB1
NM_001039770	TMPPE
NM_015551	SUSD5
NM_001128161	UBP1
NM_001162429	PDCD6IP
NR_029824	MIR128-2
NM_033403	DCLK3
NM_014805	EPM2AIP1
NM_000249	MLH1
NM_006309	LRRFIP2
NM_178339	C3orf35
NM_001130964	PLCD1
